PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,GroupSize,Title,FamilySize,IsAloneFamily,IsAloneGroup
865,0,2,male,24.0,0,0,13,S,1,Mr,1,1,1
866,1,2,female,42.0,0,0,13,S,1,Mrs,1,1,1
867,1,2,female,27.0,1,0,14,C,1,Miss,2,0,1
868,0,1,male,31.0,0,0,50,S,1,Mr,1,1,1
869,0,3,male,26.0,0,0,10,S,1,Mr,1,1,1
870,1,3,male,4.0,1,1,11,S,3,Master,3,0,0
871,0,3,male,26.0,0,0,8,S,1,Mr,1,1,1
872,1,1,female,47.0,1,1,53,S,2,Mrs,3,0,0
873,0,1,male,33.0,0,0,5,S,1,Mr,1,1,1
874,0,3,male,47.0,0,0,9,S,1,Mr,1,1,1
875,1,2,female,28.0,1,0,24,C,2,Mrs,2,0,0
876,1,3,female,15.0,0,0,7,C,1,Miss,1,1,1
877,0,3,male,20.0,0,0,10,S,2,Mr,1,1,0
878,0,3,male,19.0,0,0,8,S,1,Mr,1,1,1
879,0,3,male,26.0,0,0,8,S,1,Mr,1,1,1
880,1,1,female,56.0,0,1,83,C,2,Mrs,2,0,0
881,1,2,female,25.0,0,1,26,S,2,Mrs,2,0,0
882,0,3,male,33.0,0,0,8,S,1,Mr,1,1,1
883,0,3,female,22.0,0,0,11,S,1,Miss,1,1,1
884,0,2,male,28.0,0,0,10,S,1,Mr,1,1,1
885,0,3,male,25.0,0,0,7,S,1,Mr,1,1,1
886,0,3,female,39.0,0,5,29,Q,5,Mrs,6,0,0
887,0,2,male,27.0,0,0,13,S,1,Rare,1,1,1
888,1,1,female,19.0,0,0,30,S,1,Miss,1,1,1
889,0,3,female,18.0,1,2,23,S,2,Miss,4,0,0
890,1,1,male,26.0,0,0,30,C,1,Mr,1,1,1
891,0,3,male,32.0,0,0,8,Q,1,Mr,1,1,1
